fecha,provincia,termino_busqueda,categoria,volumen_busquedas,evento_aumento
2023-03-15,CABA,precio gasoil axion,Precios,16853,1
2023-03-15,Santa Fe,promociones cuenta dni nafta,Descuentos,10333,1
2023-03-16,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,8321,1
2023-03-16,Buenos Aires,precio gasoil axion,Precios,5977,1
2023-03-16,Buenos Aires,aumento combustible fecha,Precios,8960,1
2023-03-16,Buenos Aires,aumento combustible fecha,Precios,12318,1
2023-03-16,Neuquén,descuentos nafta modo,Descuentos,3785,1
2023-03-16,Córdoba,promociones cuenta dni nafta,Descuentos,9267,1
2023-03-16,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,7660,1
2023-03-16,Buenos Aires,cuanto sube la nafta,Precios,6704,1
2023-03-16,CABA,precio nafta super ypf,Precios,11119,1
2023-03-16,CABA,descuento nafta galicia,Descuentos,5550,1
2023-03-16,CABA,cuanto gasta un auto por kilometro,Alternativas,4725,1
2023-03-16,Neuquén,precio litro infinia shell,Precios,5326,1
2023-03-16,Santa Fe,banco nacion descuento combustible,Descuentos,3735,1
2023-03-16,Buenos Aires,axion energia ubicaciones,Estaciones,9788,1
2023-03-16,Entre Ríos,promociones cuenta dni nafta,Descuentos,5485,1
2023-03-16,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,4837,1
2023-03-16,Córdoba,bbva descuento ypf,Descuentos,7674,1
2023-03-16,Tucumán,promociones cuenta dni nafta,Descuentos,6464,1
2023-03-16,Buenos Aires,aumento nafta hoy,Precios,10269,1
2023-03-17,CABA,precio gasoil axion,Precios,7865,1
2023-03-17,Córdoba,aplicacion ypf descuentos,Descuentos,5954,1
2023-03-17,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,7676,1
2023-03-17,Misiones,cuanto cuesta llenar el tanque,Precios,7744,1
2023-03-17,Buenos Aires,cuanto cuesta llenar el tanque,Precios,4751,1
2023-03-17,Córdoba,convertir auto a gnc precio,Alternativas,6342,1
2023-03-17,CABA,descuento nafta personal pay,Descuentos,10645,1
2023-03-17,Buenos Aires,axion energia ubicaciones,Estaciones,7581,1
2023-03-17,Buenos Aires,cuanto sube la nafta,Precios,10330,1
2023-03-17,Buenos Aires,precio gasoil axion,Precios,8865,1
2023-03-17,Buenos Aires,descuentos nafta modo,Descuentos,7924,1
2023-03-18,Santa Fe,cuanto sube la nafta,Precios,677,0
2023-03-18,CABA,aplicacion ypf descuentos,Descuentos,1622,0
2023-03-18,Buenos Aires,precio gasoil axion,Precios,3255,0
2023-03-19,Mendoza,descuentos nafta modo,Descuentos,2256,0
2023-03-19,CABA,bbva descuento ypf,Descuentos,1545,0
2023-03-19,Entre Ríos,convertir auto a gnc precio,Alternativas,924,0
2023-03-19,Santa Fe,bbva descuento ypf,Descuentos,1892,0
2023-03-19,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,2513,0
2023-03-20,CABA,descuentos nafta modo,Descuentos,847,0
2023-03-20,CABA,cuanto gasta un auto por kilometro,Alternativas,2901,0
2023-03-20,CABA,aumento combustible fecha,Precios,2887,0
2023-03-21,Buenos Aires,aumento combustible fecha,Precios,2289,0
2023-03-21,Mendoza,banco nacion descuento combustible,Descuentos,1751,0
2023-03-22,Misiones,horarios colectivo urbano,Alternativas,1039,0
2023-03-22,CABA,bbva descuento ypf,Descuentos,1230,0
2023-03-22,Buenos Aires,descuento nafta galicia,Descuentos,2019,0
2023-03-22,Salta,convertir auto a gnc precio,Alternativas,828,0
2023-03-23,Santa Fe,aumento nafta hoy,Precios,2004,0
2023-03-23,Buenos Aires,monopatín eléctrico precio,Alternativas,1887,0
2023-03-23,Mendoza,puntos serviclub canje,Descuentos,1269,0
2023-03-24,CABA,equipo gnc 5ta generacion precio,Alternativas,2166,0
2023-03-24,CABA,convertir auto a gnc precio,Alternativas,2872,0
2023-03-24,Córdoba,promociones cuenta dni nafta,Descuentos,1359,0
2023-03-25,Buenos Aires,precio gasoil axion,Precios,852,0
2023-03-25,Buenos Aires,convertir auto a gnc precio,Alternativas,1887,0
2023-03-25,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,3139,0
2023-03-25,Mendoza,equipo gnc 5ta generacion precio,Alternativas,2259,0
2023-03-25,Buenos Aires,shell abierta ahora,Estaciones,2766,0
2023-03-26,Mendoza,cuanto sube la nafta,Precios,962,0
2023-03-26,Buenos Aires,horarios colectivo urbano,Alternativas,2802,0
2023-03-27,CABA,convertir auto a gnc precio,Alternativas,1653,0
2023-03-27,Buenos Aires,precio gasoil axion,Precios,3199,0
2023-03-28,Mendoza,precio litro infinia shell,Precios,1709,0
2023-03-28,Buenos Aires,cuanto sube la nafta,Precios,1518,0
2023-03-29,Buenos Aires,tarjeta sube saldo,Alternativas,2604,0
2023-03-29,Mendoza,horarios colectivo urbano,Alternativas,1422,0
2023-03-29,Santa Fe,descuentos nafta modo,Descuentos,1103,0
2023-03-29,Tucumán,equipo gnc 5ta generacion precio,Alternativas,708,0
2023-03-29,Buenos Aires,axion energia ubicaciones,Estaciones,2666,0
2023-03-30,Buenos Aires,puntos serviclub canje,Descuentos,2599,0
2023-03-30,CABA,descuento nafta personal pay,Descuentos,3560,0
2023-03-30,Córdoba,bbva descuento ypf,Descuentos,1504,0
2023-03-30,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,988,0
2023-03-30,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,2428,0
2023-03-31,Buenos Aires,aumento nafta hoy,Precios,1700,0
2023-03-31,CABA,shell abierta ahora,Estaciones,794,0
2023-03-31,CABA,shell abierta ahora,Estaciones,1274,0
2023-03-31,Mendoza,cuanto gasta un auto por kilometro,Alternativas,1426,0
2023-03-31,Tucumán,axion energia ubicaciones,Estaciones,1239,0
2023-04-01,CABA,promociones cuenta dni nafta,Descuentos,1684,0
2023-04-01,Córdoba,shell abierta ahora,Estaciones,2786,0
2023-04-01,Santa Fe,descuento nafta personal pay,Descuentos,1341,0
2023-04-02,Santa Fe,equipo gnc 5ta generacion precio,Alternativas,658,0
2023-04-02,Entre Ríos,aumento nafta hoy,Precios,2096,0
2023-04-02,Misiones,cuanto cuesta llenar el tanque,Precios,2148,0
2023-04-02,Córdoba,estaciones de servicio mas baratas,Estaciones,2775,0
2023-04-03,Buenos Aires,aplicacion ypf descuentos,Descuentos,1568,0
2023-04-03,Buenos Aires,tarjeta sube saldo,Alternativas,1617,0
2023-04-03,Buenos Aires,precio nafta hoy argentina,Precios,2452,0
2023-04-03,CABA,estaciones de servicio mas baratas,Estaciones,2161,0
2023-04-04,Buenos Aires,convertir auto a gnc precio,Alternativas,1260,0
2023-04-04,Buenos Aires,precio gasoil axion,Precios,2235,0
2023-04-04,Buenos Aires,tarjeta sube saldo,Alternativas,3109,0
2023-04-04,CABA,monopatín eléctrico precio,Alternativas,2592,0
2023-04-04,Salta,precio litro infinia shell,Precios,749,0
2023-04-05,Buenos Aires,estaciones de servicio mas baratas,Estaciones,2503,0
2023-04-05,Buenos Aires,shell abierta ahora,Estaciones,2069,0
2023-04-05,Salta,promociones cuenta dni nafta,Descuentos,991,0
2023-04-05,Mendoza,axion energia ubicaciones,Estaciones,813,0
2023-04-06,Buenos Aires,ypf cerca de mi,Estaciones,3363,0
2023-04-06,CABA,equipo gnc 5ta generacion precio,Alternativas,1165,0
2023-04-07,Mendoza,descuentos nafta modo,Descuentos,826,0
2023-04-07,Santa Fe,axion energia ubicaciones,Estaciones,1256,0
2023-04-07,Mendoza,precio gasoil axion,Precios,676,0
2023-04-08,Córdoba,precio litro infinia shell,Precios,2280,0
2023-04-08,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1953,0
2023-04-09,CABA,estacion de servicio con gnc cerca,Estaciones,1210,0
2023-04-09,Buenos Aires,aplicacion ypf descuentos,Descuentos,3202,0
2023-04-09,CABA,bbva descuento ypf,Descuentos,1405,0
2023-04-09,Mendoza,cuanto gasta un auto por kilometro,Alternativas,578,0
2023-04-09,Salta,horarios colectivo urbano,Alternativas,1904,0
2023-04-10,Córdoba,convertir auto a gnc precio,Alternativas,1050,0
2023-04-10,Buenos Aires,descuento nafta personal pay,Descuentos,2133,0
2023-04-11,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1153,0
2023-04-11,Mendoza,equipo gnc 5ta generacion precio,Alternativas,2109,0
2023-04-11,Buenos Aires,descuentos nafta modo,Descuentos,850,0
2023-04-11,CABA,ypf cerca de mi,Estaciones,1404,0
2023-04-12,Mendoza,aplicacion ypf descuentos,Descuentos,1376,0
2023-04-12,Neuquén,puntos serviclub canje,Descuentos,985,0
2023-04-12,Buenos Aires,aumento combustible fecha,Precios,2999,0
2023-04-13,Tucumán,banco nacion descuento combustible,Descuentos,1465,0
2023-04-13,Entre Ríos,convertir auto a gnc precio,Alternativas,2047,0
2023-04-13,Mendoza,descuentos nafta modo,Descuentos,1074,0
2023-04-13,CABA,precio gasoil axion,Precios,996,0
2023-04-13,Misiones,horarios colectivo urbano,Alternativas,746,0
2023-04-14,Santa Fe,aumento nafta hoy,Precios,8576,1
2023-04-14,Buenos Aires,cuanto cuesta llenar el tanque,Precios,10270,1
2023-04-14,Tucumán,aplicacion ypf descuentos,Descuentos,6490,1
2023-04-14,Santa Fe,aumento combustible fecha,Precios,5472,1
2023-04-14,Córdoba,aumento nafta hoy,Precios,7458,1
2023-04-14,Santa Fe,precio litro infinia shell,Precios,8765,1
2023-04-14,Buenos Aires,descuento nafta galicia,Descuentos,9264,1
2023-04-14,Mendoza,shell abierta ahora,Estaciones,4430,1
2023-04-14,Buenos Aires,promociones cuenta dni nafta,Descuentos,5940,1
2023-04-14,Buenos Aires,banco nacion descuento combustible,Descuentos,11559,1
2023-04-14,Buenos Aires,cuanto cuesta llenar el tanque,Precios,5335,1
2023-04-14,CABA,cuanto cuesta llenar el tanque,Precios,6244,1
2023-04-14,Santa Fe,equipo gnc 5ta generacion precio,Alternativas,9461,1
2023-04-14,Buenos Aires,shell abierta ahora,Estaciones,10686,1
2023-04-14,Buenos Aires,precio litro infinia shell,Precios,7731,1
2023-04-14,CABA,cuanto cuesta llenar el tanque,Precios,9966,1
2023-04-14,Buenos Aires,precio gasoil axion,Precios,11545,1
2023-04-14,Buenos Aires,banco nacion descuento combustible,Descuentos,9193,1
2023-04-15,Tucumán,monopatín eléctrico precio,Alternativas,6310,1
2023-04-15,Santa Fe,aplicacion ypf descuentos,Descuentos,7073,1
2023-04-15,Buenos Aires,aumento nafta hoy,Precios,7650,1
2023-04-15,Buenos Aires,descuentos nafta modo,Descuentos,10849,1
2023-04-15,Buenos Aires,descuento nafta personal pay,Descuentos,5219,1
2023-04-15,Salta,precio gasoil axion,Precios,7508,1
2023-04-15,Misiones,puntos serviclub canje,Descuentos,6024,1
2023-04-15,Tucumán,aumento nafta hoy,Precios,4278,1
2023-04-15,Misiones,axion energia ubicaciones,Estaciones,4848,1
2023-04-15,Buenos Aires,aumento nafta hoy,Precios,7526,1
2023-04-15,Buenos Aires,ypf cerca de mi,Estaciones,6284,1
2023-04-15,Buenos Aires,puntos serviclub canje,Descuentos,8660,1
2023-04-15,CABA,cuanto cuesta llenar el tanque,Precios,6963,1
2023-04-15,Buenos Aires,monopatín eléctrico precio,Alternativas,11427,1
2023-04-15,Buenos Aires,descuento nafta personal pay,Descuentos,5617,1
2023-04-15,CABA,promociones cuenta dni nafta,Descuentos,7600,1
2023-04-16,Misiones,precio gasoil axion,Precios,13429,1
2023-04-16,Salta,cuanto sube la nafta,Precios,10875,1
2023-04-16,Córdoba,shell abierta ahora,Estaciones,10338,1
2023-04-16,CABA,aplicacion ypf descuentos,Descuentos,19825,1
2023-04-16,Buenos Aires,cuanto sube la nafta,Precios,12973,1
2023-04-16,Buenos Aires,cuanto cuesta llenar el tanque,Precios,14123,1
2023-04-16,CABA,aumento combustible fecha,Precios,13931,1
2023-04-16,Buenos Aires,estaciones de servicio mas baratas,Estaciones,15391,1
2023-04-16,Córdoba,estaciones de servicio mas baratas,Estaciones,12821,1
2023-04-16,Santa Fe,cuanto gasta un auto por kilometro,Alternativas,9947,1
2023-04-16,CABA,puntos serviclub canje,Descuentos,15498,1
2023-04-16,Santa Fe,precio litro infinia shell,Precios,14582,1
2023-04-16,Mendoza,axion energia ubicaciones,Estaciones,12574,1
2023-04-16,Buenos Aires,promociones cuenta dni nafta,Descuentos,14042,1
2023-04-17,CABA,cuanto cuesta llenar el tanque,Precios,6991,1
2023-04-17,Mendoza,precio litro infinia shell,Precios,6202,1
2023-04-17,Mendoza,cuanto sube la nafta,Precios,7700,1
2023-04-17,Santa Fe,axion energia ubicaciones,Estaciones,4969,1
2023-04-17,Neuquén,descuento nafta personal pay,Descuentos,4270,1
2023-04-17,Mendoza,precio litro infinia shell,Precios,5128,1
2023-04-17,Buenos Aires,puntos serviclub canje,Descuentos,9960,1
2023-04-17,Buenos Aires,bbva descuento ypf,Descuentos,6669,1
2023-04-18,Tucumán,precio nafta super ypf,Precios,4931,1
2023-04-18,Santa Fe,shell abierta ahora,Estaciones,6253,1
2023-04-18,Córdoba,estacion de servicio con gnc cerca,Estaciones,8042,1
2023-04-18,Tucumán,estaciones de servicio mas baratas,Estaciones,6634,1
2023-04-18,Buenos Aires,ypf cerca de mi,Estaciones,6551,1
2023-04-18,Santa Fe,aumento combustible fecha,Precios,7316,1
2023-04-18,Buenos Aires,descuento nafta galicia,Descuentos,8747,1
2023-04-18,Córdoba,cuanto cuesta llenar el tanque,Precios,6647,1
2023-04-18,CABA,precio gasoil axion,Precios,5630,1
2023-04-18,CABA,aumento nafta hoy,Precios,10379,1
2023-04-18,Buenos Aires,monopatín eléctrico precio,Alternativas,7315,1
2023-04-18,Córdoba,precio litro infinia shell,Precios,4873,1
2023-04-19,CABA,precio litro infinia shell,Precios,1085,0
2023-04-19,CABA,bbva descuento ypf,Descuentos,766,0
2023-04-19,Entre Ríos,descuento nafta galicia,Descuentos,1145,0
2023-04-19,Córdoba,convertir auto a gnc precio,Alternativas,1370,0
2023-04-20,Buenos Aires,aumento combustible fecha,Precios,2158,0
2023-04-20,Misiones,bbva descuento ypf,Descuentos,1173,0
2023-04-20,Buenos Aires,precio nafta hoy argentina,Precios,1889,0
2023-04-20,Tucumán,ypf cerca de mi,Estaciones,2020,0
2023-04-21,CABA,descuento nafta personal pay,Descuentos,872,0
2023-04-21,CABA,axion energia ubicaciones,Estaciones,1222,0
2023-04-22,CABA,descuentos nafta modo,Descuentos,2374,0
2023-04-22,Santa Fe,ypf cerca de mi,Estaciones,1337,0
2023-04-22,CABA,precio nafta super ypf,Precios,1515,0
2023-04-23,Buenos Aires,ypf cerca de mi,Estaciones,1000,0
2023-04-23,CABA,precio gasoil axion,Precios,1220,0
2023-04-23,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1279,0
2023-04-23,Entre Ríos,tarjeta sube saldo,Alternativas,1827,0
2023-04-24,CABA,tarjeta sube saldo,Alternativas,2251,0
2023-04-24,Buenos Aires,horarios colectivo urbano,Alternativas,1791,0
2023-04-24,CABA,axion energia ubicaciones,Estaciones,1969,0
2023-04-24,CABA,estacion de servicio con gnc cerca,Estaciones,2084,0
2023-04-24,Buenos Aires,aumento nafta hoy,Precios,1917,0
2023-04-25,Buenos Aires,precio nafta hoy argentina,Precios,2973,0
2023-04-25,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,1116,0
2023-04-26,CABA,shell abierta ahora,Estaciones,3319,0
2023-04-26,Buenos Aires,puntos serviclub canje,Descuentos,2489,0
2023-04-26,Buenos Aires,precio nafta super ypf,Precios,2714,0
2023-04-27,Buenos Aires,monopatín eléctrico precio,Alternativas,1390,0
2023-04-27,CABA,axion energia ubicaciones,Estaciones,912,0
2023-04-27,Mendoza,estaciones de servicio mas baratas,Estaciones,2199,0
2023-04-27,Santa Fe,precio nafta hoy argentina,Precios,2046,0
2023-04-28,CABA,banco nacion descuento combustible,Descuentos,2084,0
2023-04-28,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,2178,0
2023-04-28,Buenos Aires,tarjeta sube saldo,Alternativas,1770,0
2023-04-29,Mendoza,estacion de servicio con gnc cerca,Estaciones,821,0
2023-04-29,Buenos Aires,descuento nafta galicia,Descuentos,3110,0
2023-04-29,Buenos Aires,monopatín eléctrico precio,Alternativas,1494,0
2023-04-30,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1965,0
2023-04-30,Misiones,axion energia ubicaciones,Estaciones,2310,0
2023-04-30,Santa Fe,precio nafta super ypf,Precios,750,0
2023-04-30,CABA,estacion de servicio con gnc cerca,Estaciones,1628,0
2023-05-01,CABA,cuanto sube la nafta,Precios,1167,0
2023-05-01,Córdoba,cuanto cuesta llenar el tanque,Precios,2281,0
2023-05-01,CABA,precio litro infinia shell,Precios,1952,0
2023-05-02,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1872,0
2023-05-02,Mendoza,estaciones de servicio mas baratas,Estaciones,1866,0
2023-05-02,Córdoba,banco nacion descuento combustible,Descuentos,978,0
2023-05-02,Buenos Aires,convertir auto a gnc precio,Alternativas,1333,0
2023-05-03,Tucumán,descuento nafta personal pay,Descuentos,2373,0
2023-05-03,Salta,descuentos nafta modo,Descuentos,697,0
2023-05-04,Neuquén,estaciones de servicio mas baratas,Estaciones,2221,0
2023-05-04,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,3177,0
2023-05-04,Buenos Aires,cuanto sube la nafta,Precios,1027,0
2023-05-04,Entre Ríos,convertir auto a gnc precio,Alternativas,1975,0
2023-05-04,Santa Fe,bbva descuento ypf,Descuentos,2746,0
2023-05-05,Misiones,precio gasoil axion,Precios,1827,0
2023-05-05,CABA,horarios colectivo urbano,Alternativas,2251,0
2023-05-05,Santa Fe,convertir auto a gnc precio,Alternativas,1629,0
2023-05-05,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,750,0
2023-05-05,CABA,monopatín eléctrico precio,Alternativas,2023,0
2023-05-06,Santa Fe,ypf cerca de mi,Estaciones,2494,0
2023-05-06,Santa Fe,estacion de servicio con gnc cerca,Estaciones,931,0
2023-05-06,CABA,estaciones de servicio mas baratas,Estaciones,1047,0
2023-05-06,Buenos Aires,estaciones de servicio mas baratas,Estaciones,885,0
2023-05-06,Córdoba,precio litro infinia shell,Precios,1108,0
2023-05-07,CABA,aumento nafta hoy,Precios,1187,0
2023-05-07,CABA,descuentos nafta modo,Descuentos,3174,0
2023-05-07,Buenos Aires,descuento nafta personal pay,Descuentos,2577,0
2023-05-08,Mendoza,puntos serviclub canje,Descuentos,2210,0
2023-05-08,Buenos Aires,aumento nafta hoy,Precios,3181,0
2023-05-08,Buenos Aires,descuentos nafta modo,Descuentos,2756,0
2023-05-09,Buenos Aires,descuentos nafta modo,Descuentos,750,0
2023-05-09,CABA,puntos serviclub canje,Descuentos,1572,0
2023-05-09,Santa Fe,horarios colectivo urbano,Alternativas,1060,0
2023-05-09,Tucumán,axion energia ubicaciones,Estaciones,1737,0
2023-05-10,CABA,precio nafta super ypf,Precios,835,0
2023-05-10,CABA,estacion de servicio con gnc cerca,Estaciones,2393,0
2023-05-10,Misiones,aumento combustible fecha,Precios,1107,0
2023-05-10,Santa Fe,estacion de servicio con gnc cerca,Estaciones,833,0
2023-05-11,Mendoza,estaciones de servicio mas baratas,Estaciones,525,0
2023-05-11,Tucumán,aplicacion ypf descuentos,Descuentos,766,0
2023-05-11,Misiones,estacion de servicio con gnc cerca,Estaciones,1506,0
2023-05-11,Buenos Aires,estaciones de servicio mas baratas,Estaciones,2333,0
2023-05-12,Buenos Aires,descuento nafta galicia,Descuentos,929,0
2023-05-12,Buenos Aires,cuanto sube la nafta,Precios,2943,0
2023-05-12,CABA,precio litro infinia shell,Precios,1251,0
2023-05-13,CABA,monopatín eléctrico precio,Alternativas,1319,0
2023-05-13,Neuquén,monopatín eléctrico precio,Alternativas,1213,0
2023-05-13,Buenos Aires,aplicacion ypf descuentos,Descuentos,2172,0
2023-05-13,CABA,equipo gnc 5ta generacion precio,Alternativas,2090,0
2023-05-14,Mendoza,equipo gnc 5ta generacion precio,Alternativas,2015,0
2023-05-14,Entre Ríos,cuanto cuesta llenar el tanque,Precios,1775,0
2023-05-14,Misiones,ypf cerca de mi,Estaciones,945,0
2023-05-14,Córdoba,descuentos nafta modo,Descuentos,864,0
2023-05-15,Buenos Aires,precio gasoil axion,Precios,6929,1
2023-05-15,Mendoza,precio nafta super ypf,Precios,8214,1
2023-05-15,CABA,tarjeta sube saldo,Alternativas,5017,1
2023-05-15,CABA,descuento nafta galicia,Descuentos,11580,1
2023-05-15,Mendoza,estacion de servicio con gnc cerca,Estaciones,7732,1
2023-05-15,Tucumán,descuento nafta personal pay,Descuentos,7083,1
2023-05-15,Córdoba,axion energia ubicaciones,Estaciones,6084,1
2023-05-15,Tucumán,aplicacion ypf descuentos,Descuentos,6337,1
2023-05-15,CABA,cuanto cuesta llenar el tanque,Precios,10416,1
2023-05-15,Buenos Aires,aumento combustible fecha,Precios,10062,1
2023-05-15,Misiones,cuanto sube la nafta,Precios,7922,1
2023-05-15,CABA,cuanto sube la nafta,Precios,7567,1
2023-05-15,Entre Ríos,banco nacion descuento combustible,Descuentos,7869,1
2023-05-15,Misiones,cuanto sube la nafta,Precios,6662,1
2023-05-16,Santa Fe,precio litro infinia shell,Precios,4323,1
2023-05-16,Buenos Aires,aplicacion ypf descuentos,Descuentos,5530,1
2023-05-16,Buenos Aires,precio litro infinia shell,Precios,6682,1
2023-05-16,CABA,puntos serviclub canje,Descuentos,5636,1
2023-05-16,Mendoza,aumento nafta hoy,Precios,5538,1
2023-05-16,Entre Ríos,axion energia ubicaciones,Estaciones,8057,1
